"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Exchange","mailingaddress","businessaddress","url"
"CSS","CSS Industries, Inc.",13.42,"$122.39M",NA,"Consumer Services","Consumer: Greeting Cards","NYSE","450 PLYMOUTH ROAD,SUITE 300,,PLYMOUTH MEETING PA 19462","450 PLYMOUTH ROAD,SUITE 300,,PLYMOUTH MEETING PA 19462,610-729-3959","https://www.sec.gov//Archives/edgar/data/20629/000002062918000047/fy201810-k.htm"
"CSU","Capital Senior Living Corporation",8.78,"$273.73M",1997,"Health Care","Hospital/Nursing Management","NYSE","14160 DALLAS PARKWAY,SUITE 300,,DALLAS TX 75254","14160 DALLAS PARKWAY,SUITE 300,,DALLAS TX 75254,9727705600","https://www.sec.gov//Archives/edgar/data/1043000/000156459018004240/csu-10k_20171231.htm"
"CSV","Carriage Services, Inc.",20.05,"$384.03M",NA,"Consumer Services","Other Consumer Services","NYSE","3040 POST OAK BOULEVARD,SUITE 300,,HOUSTON TX 77056","3040 POST OAK BOULEVARD,SUITE 300,,HOUSTON TX 77056,713-332-8400","https://www.sec.gov//Archives/edgar/data/1016281/000101628118000024/csv-20171231x10k.htm"
"CTB","Cooper Tire & Rubber Company",24.61,"$1.23B",NA,"Consumer Durables","Automotive Aftermarket","NYSE","","LIMA & WESTERN AVENUES,,FINDLAY OH 45840,4194231321","https://www.sec.gov//Archives/edgar/data/24491/000002449118000003/ctb-12312017x10k.htm"
"CTL","CenturyLink, Inc.",21.99,"$23.75B",NA,"Public Utilities","Telecommunications Equipment","NYSE","100 CENTURYLINK DR,P O BOX 4065,,MONROE LA 71203","P O BOX 4065,100 CENTURYLINK DR,,MONROE LA 71203,3183889000","https://www.sec.gov//Archives/edgar/data/18926/000001892618000012/ctl2017123110k.htm"
"CTLT","Catalent, Inc.",41.37,"$6.01B",2014,"Health Care","Major Pharmaceuticals","NYSE","14 SCHOOLHOUSE ROAD,,SOMERSET NJ 08873","14 SCHOOLHOUSE ROAD,,SOMERSET NJ 08873,(732) 537-6200","https://www.sec.gov//Archives/edgar/data/1596783/000159678318000101/a10-kfy18xq4.htm"
"CTS","CTS Corporation",28.88,"$955.55M",NA,"Technology","Electrical Products","NYSE","4925 INDIANA AVENUE,,LISLE IL 60532","4925 INDIANA AVENUE,,LISLE IL 60532,6305778800","https://www.sec.gov//Archives/edgar/data/26058/000002605818000020/ctscorp-20171231x10xk.htm"
"CUB","Cubic Corporation",65.81,"$1.79B",NA,"Capital Goods","Industrial Machinery/Components","NYSE","PO BOX 85587,,SAN DIEGO CA 92186-5587","9333 BALBOA AVE,,SAN DIEGO CA 92123,858 623-0489","https://www.sec.gov//Archives/edgar/data/26076/000155837017009028/cub-20170930x10k.htm"
"CUBE","CubeSmart",28.01,"$5.21B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","5 OLD LANCASTER ROAD,,MALVERN PA 19355","5 OLD LANCASTER ROAD,,MALVERN PA 19355,610-535-5700","https://www.sec.gov//Archives/edgar/data/1298675/000129867518000006/cube-20171231x10k.htm"
"CUBI","Customers Bancorp, Inc",19.87,"$629.63M",NA,"Finance","Major Banks","NYSE","1015 PENN AVENUE,SUITE 103,,WYOMISSING PA 19610","1015 PENN AVENUE,SUITE 103,,WYOMISSING PA 19610,484-359-7113","https://www.sec.gov//Archives/edgar/data/1488813/000148881318000008/cubi-12312017x10k.htm"
"CURO","CURO Group Holdings Corp.",24.04,"$1.1B",2017,"Finance","Finance: Consumer Services","NYSE","3527 NORTH RIDGE ROAD,,WICHITA KS 67205","3527 NORTH RIDGE ROAD,,WICHITA KS 67205,316 425 1410","https://www.sec.gov//Archives/edgar/data/1711291/000171129118000012/a2017annualgroupdoc.htm"
"CUZ","Cousins Properties Incorporated",8.37,"$3.52B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","3344 PEACHTREE ROAD, NE,SUITE 1800,,ATLANTA GA 30326","3344 PEACHTREE ROAD, NE,SUITE 1800,,ATLANTA GA 30326,404-407-1000","https://www.sec.gov//Archives/edgar/data/25232/000002523218000007/form10-kdecember312017.htm"
"CVA","Covanta Holding Corporation",16.15,"$2.11B",NA,"Basic Industries","Electric Utilities: Central","NYSE","445 SOUTH STREET,,MORRISTOWN NJ 07960","445 SOUTH STREET,,MORRISTOWN NJ 07960,862-345-5000","https://www.sec.gov//Archives/edgar/data/225648/000022564818000008/cva-123117x10k.htm"
"CVEO","Civeo Corporation",3.33,"$559.3M",2014,"Consumer Services","Hotels/Resorts","NYSE","THREE ALLEN CENTER,333 CLAY STREET, SUITE 4980,,HOUSTON TX 77002","THREE ALLEN CENTER,333 CLAY STREET, SUITE 4980,,HOUSTON TX 77002,(713) 510-2400","https://www.sec.gov//Archives/edgar/data/1590584/000143774918003216/oisasc20171231_10k.htm"
"CVI","CVR Energy Inc.",37.62,"$3.27B",2007,"Energy","Integrated oil Companies","NYSE","2277 PLAZA DRIVE,SUITE 500,,SUGAR LAND TX 77479","2277 PLAZA DRIVE,SUITE 500,,SUGAR LAND TX 77479,(281) 207-7711","https://www.sec.gov//Archives/edgar/data/1376139/000137613918000016/cvi2017form10-kx12312017.htm"
"CVRR","CVR Refining, LP",18.66,"$2.75B",2013,"Energy","Integrated oil Companies","NYSE","2277 PLAZA DRIVE,SUITE 500,,SUGAR LAND TX 77479","2277 PLAZA DRIVE,SUITE 500,,SUGAR LAND TX 77479,(281) 207-3200","https://www.sec.gov//Archives/edgar/data/1558785/000155878518000019/cvrr2017form10-kx12312017.htm"
"CVS","CVS Health Corporation",74.18,"$75.52B",NA,"Health Care","Medical/Nursing Services","NYSE","ONE CVS DR.,,WOONSOCKET RI 02895","ONE CVS DR.,,WOONSOCKET RI 02895,4017651500","https://www.sec.gov//Archives/edgar/data/64803/000155837018000707/cvs-20171231x10k.htm"
"CVX","Chevron Corporation",118.14,"$226.37B",NA,"Energy","Integrated oil Companies","NYSE","6001 BOLLINGER CANYON ROAD,,SAN RAMON CA 94583","6001 BOLLINGER CANYON ROAD,,SAN RAMON CA 94583,925-842-1000","https://www.sec.gov//Archives/edgar/data/93410/000009341018000010/cvx12312017-10kdoc.htm"
"CW","Curtiss-Wright Corporation",118.42,"$5.21B",NA,"Technology","Industrial Machinery/Components","NYSE","130 HARBOUR PLACE DRIVE,SUITE 300,,DAVIDSON NC 28036","130 HARBOUR PLACE DRIVE,SUITE 300,,DAVIDSON NC 28036,7048694602","https://www.sec.gov//Archives/edgar/data/26324/000002632418000003/a20171231-10k.htm"
"CWH","Camping World Holdings, Inc.",21.36,"$1.87B",2016,"Consumer Durables","Automotive Aftermarket","NYSE","250 PARKWAY DRIVE,SUITE 270,,LINCOLNSHIRE IL 60048","250 PARKWAY DRIVE,SUITE 270,,LINCOLNSHIRE IL 60048,(847) 808-3000","https://www.sec.gov//Archives/edgar/data/1669779/000155837018001998/cwh-20171231x10k.htm"
"CWT","California Water  Service Group Holding",42.31,"$2.03B",NA,"Public Utilities","Water Supply","NYSE","1720 FIRST ST,C/O CALIFORNIA WATER SERVICE CO,,SAN JOSE CA 95112","1720 N FIRST ST,C/O CALIFORNIA WATER SERVICE CO,,SAN JOSE CA 95112,4083678200","https://www.sec.gov//Archives/edgar/data/1035201/000103520118000003/cwt-12312017x10k.htm"
"CXO","Concho Resources Inc.",147.54,"$29.55B",2007,"Energy","Oil & Gas Production","NYSE","600 W. ILLINOIS AVENUE,,MIDLAND TX 79701","600 W. ILLINOIS AVENUE,,MIDLAND TX 79701,432-683-7443","https://www.sec.gov//Archives/edgar/data/1358071/000135807118000008/cxo201710K.htm"
"CXP","Columbia Property Trust, Inc.",21.91,"$2.58B",2013,"Consumer Services","Real Estate Investment Trusts","NYSE","1170 PEACHTREE STREET NE,SUITE 600,,ATLANTA GA 30309","1170 PEACHTREE STREET NE,SUITE 600,,ATLANTA GA 30309,4044652200","https://www.sec.gov//Archives/edgar/data/1252849/000125284918000029/cxp10-k2017.htm"
"CXW","CoreCivic, Inc.",23.36,"$2.77B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","10 BURTON HILLS BOULEVARD,N/A,,NASHVILLE TN 37215","10 BURTON HILLS BLVD,N/A,,NASHVILLE TN 37215,6152633000","https://www.sec.gov//Archives/edgar/data/1070985/000156459018002898/cxw-10k_20171231.htm"
"DAN","Dana Incorporated",16.25,"$2.35B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE","PO BOX 1000,,MAUMEE OH 43537","3939 TECHNOLOGY DRIVE,,MAUMEE OH 43537,419-887-3000","https://www.sec.gov//Archives/edgar/data/26780/000002678018000004/dan-20171231x10k.htm"
"DATA","Tableau Software, Inc.",99.64,"$8.26B",2013,"Technology","Computer Software: Prepackaged Software","NYSE","1621 N 34TH ST,,SEATTLE WA 98103","1621 N 34TH ST,,SEATTLE WA 98103,206-633-3400","https://www.sec.gov//Archives/edgar/data/1303652/000130365218000011/a10k2017.htm"
"DBD","Diebold Nixdorf Incorporated",4.12,"$313.51M",NA,"Miscellaneous","Office Equipment/Supplies/Services","NYSE","PO BOX 3077,,NORTH CANTON OH 44720-8077","P.O. BOX 3077,5995 MAYFAIR RD,,NORTH CANTON OH 44720-8077,3304904000","https://www.sec.gov//Archives/edgar/data/28823/000002882318000066/dbd12312017-10k.htm"
"DCI","Donaldson Company, Inc.",52.41,"$6.72B",NA,"Capital Goods","Pollution Control Equipment","NYSE","1400 W 94TH STREET,,MINNEAPOLIS MN 55431","1400 W. 94TH ST.,,MINNEAPOLIS MN 55431,6128873131","https://www.sec.gov//Archives/edgar/data/29644/000002964418000024/dci2018073110-k.htm"
"DCO","Ducommun Incorporated",38.07,"$434.06M",NA,"Capital Goods","Military/Government/Technical","NYSE","23301 WILMINGTON AVE.,,CARSON CA 90745","23301 WILMINGTON AVE.,,CARSON CA 90745,3105137280","https://www.sec.gov//Archives/edgar/data/30305/000162828018002505/dco10-k2017.htm"
"DCP","DCP Midstream LP",40.74,"$5.84B",NA,"Public Utilities","Natural Gas Distribution","NYSE","370 17TH STREET,SUITE 2500,,DENVER CO 80202","370 17TH STREET,SUITE 2500,,DENVER CO 80202,303-595-3331","https://www.sec.gov//Archives/edgar/data/1338065/000133806518000006/dcp-20171231x10k.htm"
"DDD","3D Systems Corporation",16.61,"$1.89B",NA,"Technology","Computer Software: Prepackaged Software","NYSE","333 THREE D SYSTEMS CIRCLE,,ROCK HILL SC 29730","333 THREE D SYSTEMS CIRCLE,,ROCK HILL SC 29730,8033263900","https://www.sec.gov//Archives/edgar/data/910638/000091063818000006/ddd-20171231x10k.htm"
"DDS","Dillard&#39;s, Inc.",68.26,"$1.88B",NA,"Consumer Services","Department/Specialty Retail Stores","NYSE","1600 CANTRELL ROAD,,LITTLE ROCK AR 72201","1600 CANTRELL RD,,LITTLE ROCK AR 72201,5013765200","https://www.sec.gov//Archives/edgar/data/28917/000002891718000159/dds-02032018x10k.htm"
"DE","Deere & Company",145.91,"$46.94B",NA,"Capital Goods","Industrial Machinery/Components","NYSE","ONE JOHN DEERE PLACE,,MOLINE IL 61265-8098","ONE JOHN DEERE PLACE,,MOLINE IL 61265-8098,(309) 765-8000","https://www.sec.gov//Archives/edgar/data/315189/000104746917007719/a2233505z10-k.htm"
"DEA","Easterly Government Properties, Inc.",18.24,"$1.1B",2015,"Consumer Services","Real Estate Investment Trusts","NYSE","2101 L STREET NW,SUITE 650,,WASHINGTON DC 20037","2101 L STREET NW,SUITE 650,,WASHINGTON DC 20037,(202) 595-9500","https://www.sec.gov//Archives/edgar/data/1622194/000156459018004044/dea-10k_20171231.htm"
"DECK","Deckers Outdoor Corporation",106.41,"$3.2B",1993,"Consumer Non-Durables","Shoe Manufacturing","NYSE","250 COROMAR DRIVE,,GOLETA CA 93117","250 COROMAR DRIVE,,GOLETA CA 93117,8059677611","https://www.sec.gov//Archives/edgar/data/910521/000091052118000015/deck331201810-k.htm"
"DEI","Douglas Emmett, Inc.",36.77,"$6.25B",2006,"Consumer Services","Real Estate Investment Trusts","NYSE","808 WILSHIRE BLVD., SUITE 200,,SANTA MONICA CA 90401","808 WILSHIRE BLVD., SUITE 200,,SANTA MONICA CA 90401,310-255-7700","https://www.sec.gov//Archives/edgar/data/1364250/000136425018000007/a2017q410-k.htm"
"DF","Dean Foods Company",7.58,"$692.62M",NA,"Consumer Non-Durables","Packaged Foods","NYSE","2711 N. HASKELL AVENUE,SUITE 3400,,DALLAS TX 75204","2711 N. HASKELL AVENUE,SUITE 3400,,DALLAS TX 75204,2143033400","https://www.sec.gov//Archives/edgar/data/931336/000093133618000006/df-20171231x10k.htm"
"DFP","Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.",22.09,"$423.28M",2013,NA,NA,"NYSE","P.O. BOX 8985,1105 NORTH MARKET STREET,,WILMINGTON DE 19899","1105 NORTH MARKET STREET,SUITE 1230,,WILMINGTON DE 19801,302-478-5142","https://www.sec.gov//Archives/edgar/data/859139/000119312512089363/d268561d10k.htm"
"DFS","Discover Financial Services",76.03,"$26.05B",NA,"Finance","Finance: Consumer Services","NYSE","2500 LAKE COOK ROAD,,RIVERWOODS IL 60015","2500 LAKE COOK ROAD,,RIVERWOODS IL 60015,224-405-0900","https://www.sec.gov//Archives/edgar/data/1393612/000139361218000012/dfs1231201710k.htm"
"DG","Dollar General Corporation",109.55,"$29.09B",2009,"Consumer Services","Department/Specialty Retail Stores","NYSE","100 MISSION RIDGE,,GOODLETTSVILLE TN 37072","100 MISSION RIDGE,,GOODLETTSVILLE TN 37072,6158554000","https://www.sec.gov//Archives/edgar/data/29534/000155837018002366/dg-20180202x10k.htm"
"DGX","Quest Diagnostics Incorporated",102.5,"$14.01B",NA,"Health Care","Medical Specialities","NYSE","500 PLAZA DRIVE,,SECAUCUS NJ 07094","500 PLAZA DRIVE,,SECAUCUS NJ 07094,9735202700","https://www.sec.gov//Archives/edgar/data/1022079/000102207918000038/dgx1231201710-k.htm"
"DHCP","Ditech Holding Corporation",2.92,"$14.47M",2018,"Finance","Finance: Consumer Services","NYSE","3000 BAYPORT DRIVE, SUITE 860,,TAMPA FL 33607","1100 VIRGINIA DRIVE, SUITE 100,,FORT WASHINGTON PA 19034,(844) 714-8603","https://www.sec.gov//Archives/edgar/data/1040719/000104071918000013/dhcpfy201710k.htm"
"DHI","D.R. Horton, Inc.",35.92,"$13.54B",NA,"Capital Goods","Homebuilding","NYSE","1341 HORTON CIRCLE,,ARLINGTON TX 76011","1341 HORTON CIRCLE,,ARLINGTON TX 76011,(817) 390-8200","https://www.sec.gov//Archives/edgar/data/882184/000088218417000103/a2017930-10k.htm"
"DHR","Danaher Corporation",100.39,"$70.36B",NA,"Capital Goods","Industrial Machinery/Components","NYSE","2200 PENNSYLVANIA AVE. N.W.,SUITE 800W,,WASHINGTON DC 20037-1701","2200 PENNSYLVANIA AVE. N.W.,SUITE 800W,,WASHINGTON DC 20037-1701,2028280850","https://www.sec.gov//Archives/edgar/data/313616/000031361618000038/dhr-20171231x10xk.htm"
"DHX","DHI Group, Inc.",1.74,"$93.48M",2007,"Miscellaneous","Business Services","NYSE","1040 AVENUE OF THE AMERICAS, 8TH FLOOR,,NEW YORK NY 10018","1040 AVENUE OF THE AMERICAS, 8TH FLOOR,,NEW YORK NY 10018,212-725-6550","https://www.sec.gov//Archives/edgar/data/1393883/000139388318000008/dhx10k2017.htm"
"DIN","Dine Brands Global, Inc.",84.78,"$1.5B",NA,"Consumer Services","Restaurants","NYSE","450 N. BRAND BLVD, 7TH FLOOR,,GLENDALE CA 91203","450 N BRAND BLVD 3RD FLR,,GLENDALE CA 91203-1903,818-240-6055","https://www.sec.gov//Archives/edgar/data/49754/000004975418000003/din-12312017x10k.htm"
"DIS","Walt Disney Company (The)",118.9,"$176.83B",NA,"Consumer Services","Television Services","NYSE","500 SOUTH BUENA VISTA ST,,BURBANK CA 91521","500 SOUTH BUENA VISTA ST,,BURBANK CA 91521,8185601000","https://www.sec.gov//Archives/edgar/data/1001039/000100103917000198/fy2017_q4x10k.htm"
"DK","Delek US Holdings, Inc.",37.67,"$3.26B",2017,"Energy","Integrated oil Companies","NYSE","7102 COMMERCE WAY,,BRENTWOOD TN 37027","7102 COMMERCE WAY,,BRENTWOOD TN 37027,615-721-3715","https://www.sec.gov//Archives/edgar/data/1694426/000169442618000036/dk-10kx123117q417.htm"
"DKL","Delek Logistics Partners, L.P.",30.73,"$749.66M",2012,"Energy","Natural Gas Distribution","NYSE","7102 COMMERCE WAY,,BRENTWOOD TN 37027","7102 COMMERCE WAY,,BRENTWOOD TN 37027,(615) 771-6701","https://www.sec.gov//Archives/edgar/data/1552797/000155279718000019/dkl-10kx123117q417.htm"
"DKS","Dick&#39;s Sporting Goods Inc",33.78,"$3.41B",2002,"Consumer Services","Other Specialty Stores","NYSE","345 COURT STREET,,CORAOPOLIS PA 15108","345 COURT STREET,,CORAOPOLIS PA 15108,7242733400","https://www.sec.gov//Archives/edgar/data/1089063/000108906318000029/dks-10k_20180203.htm"
"DLB","Dolby Laboratories",68.82,"$7.13B",2005,"Miscellaneous","Multi-Sector Companies","NYSE","1275 MARKET STREET,,SAN FRANCISCO CA 94103","1275 MARKET STREET,,SAN FRANCISCO CA 94103,415 558 0200","https://www.sec.gov//Archives/edgar/data/1308547/000162828017011633/a10-kfy17.htm"
"DLPH","Delphi Technologies PLC",21.51,"$1.91B",2017,"Capital Goods","Auto Parts:O.E.M.","NYSE","ONE ANGEL COURT,10TH FLOOR,,LONDON X0 EC2R 7HJ","ONE ANGEL COURT,10TH FLOOR,,LONDON X0 EC2R 7HJ,011-44-020-305-74300","https://www.sec.gov//Archives/edgar/data/1707092/000170709218000008/dlph1231201710k.htm"
"DLR","Digital Realty Trust, Inc.",112.58,"$24.31B",2004,"Consumer Services","Real Estate Investment Trusts","NYSE","FOUR EMBARCADERO CENTER,SUITE 3200,,SAN FRANCISCO CA 94111","FOUR EMBARCADERO CENTER,SUITE 3200,,SAN FRANCISCO CA 94111,(415)738-6500","https://www.sec.gov//Archives/edgar/data/1297996/000129799618000026/dlr12311710k.htm"
"DM","Dominion Energy Midstream Partners, LP",18.7,"$2.37B",2014,"Public Utilities","Natural Gas Distribution","NYSE","120 TREDEGAR STREET,,RICHMOND VA 23219","120 TREDEGAR STREET,,RICHMOND VA 23219,8048192000","https://www.sec.gov//Archives/edgar/data/1603286/000119312518059737/d494767d10k.htm"
"DNB","Dun & Bradstreet Corporation (The)",142.36,"$5.29B",NA,"Finance","Finance: Consumer Services","NYSE","103 JFK PARKWAY,103 JFK PARKWAY,,SHORT HILLS NJ 07078","103 JFK PARKWAY,103 JFK PARKWAY,,SHORT HILLS NJ 07078,9739215500","https://www.sec.gov//Archives/edgar/data/1115222/000111522218000004/a201710-k.htm"
"DNOW","NOW Inc.",14.99,"$1.65B",2014,"Energy","Metal Fabrications","NYSE","7402 NORTH ELDRIDGE PARKWAY,,HOUSTON TX 77041","7402 NORTH ELDRIDGE PARKWAY,,HOUSTON TX 77041,281-823-4700","https://www.sec.gov//Archives/edgar/data/1599617/000156459018002021/dnow-10k_20171231.htm"
"DNR","Denbury Resources Inc.",5.26,"$2.42B",NA,"Energy","Oil & Gas Production","NYSE","5320 LEGACY DRIVE,,PLANO TX 75024","5320 LEGACY DRIVE,,PLANO TX 75024,9726732000","https://www.sec.gov//Archives/edgar/data/945764/000094576418000019/dnr-20171231x10k.htm"
"DOOR","Masonite International Corporation",55.35,"$1.53B",NA,"Basic Industries","Forest Products","NYSE","ONE TAMPA CITY CENTER,201 NORTH FRANKLIN STREET, SUITE 300,,TAMPA FL 33602","ONE TAMPA CITY CENTER,201 NORTH FRANKLIN STREET, SUITE 300,,TAMPA FL 33602,813-877-2726","https://www.sec.gov//Archives/edgar/data/893691/000089369118000007/a2017form10-k.htm"
"DOV","Dover Corporation",82.41,"$12.06B",NA,"Technology","Industrial Machinery/Components","NYSE","3005 HIGHLAND PARKWAY,SUITE 200,,DOWNERS GROVE IL 60515","3005 HIGHLAND PARKWAY,SUITE 200,,DOWNERS GROVE IL 60515,(630) 541-1540","https://www.sec.gov//Archives/edgar/data/29905/000002990518000013/a2017123110-k.htm"
"DPLO","Diplomat Pharmacy, Inc.",20.24,"$1.51B",2014,"Health Care","Medical/Nursing Services","NYSE","4100 S. SAGINAW ST.,,FLINT MI 48507","4100 S. SAGINAW ST.,,FLINT MI 48507,888-720-4450","https://www.sec.gov//Archives/edgar/data/1610092/000110465918014114/a18-1109_110k.htm"
"DPZ","Domino&#39;s Pizza Inc",267.75,"$11.14B",2004,"Consumer Non-Durables","Food Distributors","NYSE","30 FRANK LLOYD WRIGHT DRIVE,,ANN ARBOR MI 48106","30 FRANK LLOYD WRIGHT DRIVE,,ANN ARBOR MI 48106","https://www.sec.gov//Archives/edgar/data/1286681/000119312518049576/d531906d10k.htm"
"DRE","Duke Realty Corporation",27.73,"$9.91B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","600 EAST 96TH STREET,STE 100,,INDIANAPOLIS IN 46240","600 EAST 96TH STREET,STE 100,,INDIANAPOLIS IN 46240,3178086000","https://www.sec.gov//Archives/edgar/data/783280/000078328018000012/a10k2017.htm"
"DRH","Diamondrock Hospitality Company",10.49,"$2.18B",2005,"Consumer Services","Real Estate Investment Trusts","NYSE","2 BETHESDA METRO CENTER,SUITE 1400,,BETHESDA MD 20814","2 BETHESDA METRO CENTER,SUITE 1400,,BETHESDA MD 20814,240-744-1150","https://www.sec.gov//Archives/edgar/data/1298946/000129894618000010/drh_10kx12312017.htm"
"DRI","Darden Restaurants, Inc.",106.33,"$13.2B",NA,"Consumer Services","Restaurants","NYSE","1000 DARDEN CENTER DRIVE,,ORLANDO FL 32837","1000 DARDEN CENTER DRIVE,,ORLANDO FL 32837,4072454000","https://www.sec.gov//Archives/edgar/data/940944/000094094418000050/dri-201810xk.htm"
"DRQ","Dril-Quip, Inc.",45.67,"$1.71B",1997,"Energy","Metal Fabrications","NYSE","6401 N. ELDRIDGE PARKWAY,,HOUSTON TX 77041","6401 N. ELDRIDGE PARKWAY,,HOUSTON TX 77041,7139397711","https://www.sec.gov//Archives/edgar/data/1042893/000104289318000003/a2017123110-kdocument.htm"
"DS","Drive Shack Inc.",5.34,"$357.66M",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","111 W. 19TH STREET, 8TH FLOOR,,NEW YORK NY 10011","111 W. 19TH STREET, 8TH FLOOR,,NEW YORK NY 10011,5162687460","https://www.sec.gov//Archives/edgar/data/1175483/000117548318000004/ds-20171231x10xk.htm"
"DSW","DSW Inc.",25.16,"$2.02B",2005,"Consumer Services","Clothing/Shoe/Accessory Stores","NYSE","810 DSW DRIVE,,COLUMBUS OH 43219","810 DSW DRIVE,,COLUMBUS OH 43219,(614) 237-7100","https://www.sec.gov//Archives/edgar/data/1319947/000131994718000008/dsw10-k02032018.htm"
"DUK","Duke Energy Corporation",82.75,"$58.95B",NA,"Public Utilities","Power Generation","NYSE","550 SOUTH TRYON STREET,DEC45A,,CHARLOTTE NC 28202","550 SOUTH TRYON STREET,DEC45A,,CHARLOTTE NC 28202,980-373-9093","https://www.sec.gov//Archives/edgar/data/17797/000132616018000034/duk-20171231x10k.htm"
"DVA","DaVita Inc.",67.65,"$11.29B",NA,"Health Care","Hospital/Nursing Management","NYSE","2000 16TH STREET,,DENVER CO 80202","2000 16TH STREET,,DENVER CO 80202,310-536-2668","https://www.sec.gov//Archives/edgar/data/927066/000092706618000030/dva-123117x10k.htm"
"DVMT","Dell Technologies Inc.",93.78,"$18.7B",NA,"Technology","Computer Manufacturing","NYSE","ONE DELL WAY,,ROUND ROCK TX 78682","ONE DELL WAY,,ROUND ROCK TX 78682,800-289-3355","https://www.sec.gov//Archives/edgar/data/1571996/000157199618000004/delltechnologiesfy1810k.htm"
"DVN","Devon Energy Corporation",34.94,"$17.78B",NA,"Energy","Oil & Gas Production","NYSE","333 W. SHERIDAN AVENUE,,OKLAHOMA CITY OK 73102","333 W. SHERIDAN AVENUE,,OKLAHOMA CITY OK 73102,4055528183","https://www.sec.gov//Archives/edgar/data/1090012/000156459018002582/dvn-10k_20171231.htm"
